Publisher,Series,Volume,Years,Issue,Current Value,Price Paid,Date Added,Issue Date
Marvel Comics,Multiple Man,,2018-Present,3,4,3.99,1/28/2019,Oct-18
Marvel Comics,Multiple Man,,2018-Present,5,4,3.99,11/16/2019,Dec-18
Marvel Comics,New Avengers,Vol. 3,2013-2015,1,4,3.99,1/29/2013,Mar-13
Marvel Comics,New Avengers,Vol. 2,2010-2013,1,4,3.99,6/16/2011,Aug-10
Marvel Comics,New Avengers,Vol. 3,2013-2015,2,4,3.99,2/6/2013,Mar-13
Marvel Comics,New Avengers,Vol. 2,2010-2013,2,4,3.99,6/16/2011,Sep-10
Marvel Comics,New Avengers,Vol. 2,2010-2013,3,4,3.99,6/16/2011,Oct-10
Marvel Comics,New Avengers,Vol. 3,2013-2015,3,4,3.99,3/31/2013,Apr-13
Marvel Comics,New Avengers,Vol. 3,2013-2015,4,4,3.99,9/17/2013,May-13
Marvel Comics,New Avengers,Vol. 2,2010-2013,4,4,3.99,6/16/2011,Nov-10
Marvel Comics,New Avengers,Vol. 2,2010-2013,5,4,3.99,6/16/2011,Dec-10
Marvel Comics,New Avengers,Vol. 3,2013-2015,5,4,3.99,8/16/2013,Jun-13
Marvel Comics,New Avengers,Vol. 2,2010-2013,6,4,3.99,6/16/2011,Jan-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,7,4,3.99,6/15/2011,Feb-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,8,4,3.99,6/15/2011,Mar-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,9,4,3.99,6/15/2011,Apr-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,10,4,3.99,6/15/2011,May-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,11,4,3.99,6/15/2011,Jun-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,12,4,3.99,6/15/2011,Jul-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,13,4,3.99,6/13/2011,Aug-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,14,4,3.99,7/26/2011,Sep-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,15,4,3.99,3/31/2012,Oct-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,16,4,3.99,3/31/2012,Nov-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,16.1,3,2.99,1/22/2012,Nov-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,17,4,3.99,1/22/2012,Dec-11
Marvel Comics,New Avengers,Vol. 2,2010-2013,18,4,3.99,12/30/2011,Jan-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,19,4,3.99,3/24/2012,Feb-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,20,4,3.99,3/28/2012,Mar-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,21,4,3.99,3/28/2012,Apr-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,22,4,3.99,3/28/2012,Apr-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,23,4,3.99,4/4/2012,May-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,24,4,3.99,4/28/2012,Jun-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,25,4,3.99,4/30/2012,Jun-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,26,4,3.99,6/2/2012,Jul-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,27,4,3.99,7/15/2012,Aug-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,28,4,3.99,4/1/2013,Sep-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,29,4,3.99,3/30/2013,Oct-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,30,4,3.99,3/30/2013,Nov-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,31,4,3.99,3/30/2013,Dec-12
Marvel Comics,New Avengers,Vol. 2,2010-2013,32,4,3.99,4/1/2013,Jan-13
Marvel Comics,New Avengers,Vol. 2,2010-2013,33,4,3.99,4/1/2013,Jan-13
Marvel Comics,New Avengers,Vol. 2,2010-2013,34,5,4.99,4/1/2013,Jan-13
Marvel Comics,New Avengers,Vol. 2,2010-2013,1,5,4.99,3/28/2012,Nov-11
Marvel Comics,New Avengers: Finale,One-Shot,2010,1,5,4.99,6/16/2011,Jul-10
Marvel Comics,New Avengers: Luke Cage,Mini,2010,1,4,3.99,6/16/2011,Jun-10
Marvel Comics,New Avengers: Reunion,Mini,2009-2010,1b,4,3.99,6/16/2011,May-09
Marvel Comics,New Avengers: Reunion,Mini,2009-2010,2,4,3.99,6/16/2011,Jun-09
Marvel Comics,New Avengers: Reunion,Mini,2009-2010,3,4,3.99,6/16/2011,Jul-09
Marvel Comics,New Avengers: Reunion,Mini,2009-2010,4,4,3.99,6/16/2011,Aug-09
Marvel Comics,New Mutants,Vol. 4,2020-Present,1d,5,4.99,12/27/2020,Jan-20
Marvel Comics,New Mutants: Dead Souls,,2018,1,4,3.99,5/26/2018,May-18
Marvel Comics,New Mutants: Dead Souls,,2018,2,4,3.99,5/26/2018,Jun-18
Marvel Comics,New Mutants: Dead Souls,,2018,3,4,3.99,6/9/2018,Jul-18
Marvel Comics,New Mutants: Dead Souls,,2018,4,4,3.99,6/6/2020,Aug-18
Marvel Comics,New Mutants: Dead Souls,,2018,5,4,3.99,1/28/2019,Sep-18
Marvel Comics,New Mutants: Dead Souls,,2018,6,4,3.99,1/28/2019,Oct-18
Marvel Comics,New Warriors,Vol. 5,2014-2015,1,4,3.99,5/16/2014,Apr-14
Marvel Comics,New Warriors,Vol. 5,2014-2015,2,4,3.99,5/16/2014,May-14
Marvel Comics,New Warriors,Vol. 5,2014-2015,3,4,3.99,5/16/2014,Jun-14
Marvel Comics,New Warriors,Vol. 5,2014-2015,4,4,3.99,5/16/2014,Jul-14
Marvel Comics,New Warriors,Vol. 5,2014-2015,5,4,3.99,5/15/2017,Aug-14
Marvel Comics,New Warriors,Vol. 5,2014-2015,6,4,3.99,5/15/2017,Aug-14
Marvel Comics,New Warriors,Vol. 5,2014-2015,7,4,3.99,5/15/2017,Sep-14
Marvel Comics,Nick Fury,,2017,1,4,3.99,5/7/2017,Jun-17
Marvel Comics,Nick Fury,,2017,2,4,3.99,5/21/2017,Jul-17
Marvel Comics,Nick Fury,,2017,3,4,3.99,6/27/2017,Aug-17
Marvel Comics,Nick Fury,,2017,4,4,3.99,7/7/2017,Sep-17
Marvel Comics,Nick Fury,,2017,5,4,3.99,9/6/2017,Oct-17
Marvel Comics,Nick Fury,,2017,6,4,3.99,11/5/2017,Nov-17
Marvel Comics,Nova,Vol. 7,2017,5,4,3.99,4/27/2017,Jun-17
Marvel Comics,Nova,Vol. 7,2017,6,4,3.99,5/8/2017,Jul-17
Top Shelf Productions,Owly: Helping Hands,One-Shot,2007,fcbd,1,0,6/17/2011,May-07
Marvel Comics,Realm of Kings,One-Shot,2010,1,4,3.99,6/17/2011,Jan-10
Marvel Comics,Realm of Kings: Imperial Guard,,2010,1,4,3.99,6/14/2011,Jan-10
Marvel Comics,Realm of Kings: Imperial Guard,,2010,2,4,3.99,6/14/2011,Feb-10
Marvel Comics,Realm of Kings: Imperial Guard,,2010,3,4,3.99,6/14/2011,Mar-10
Marvel Comics,Realm of Kings: Imperial Guard,,2010,4,4,3.99,6/14/2011,Apr-10
Marvel Comics,Realm of Kings: Imperial Guard,,2010,5,4,3.99,6/14/2011,May-10
Gold Key,Ripley's Believe It or Not!,Vol. 2,1967-1980,60whitman,16,0.25,6/17/2011,Feb-76
Marvel Comics,Rocket,,2017,1,4,3.99,5/19/2017,Jul-17
Marvel Comics,Rocket,,2017,2,4,3.99,6/14/2017,
Marvel Comics,Rocket,,2017,3,4,3.99,12/4/2017,Sep-17
Marvel Comics,Rocket Raccoon,Vol. 2,2014-2016,1,5,3.99,5/15/2017,Sep-14
Marvel Comics,Rocket Raccoon,Vol. 2,2014-2016,2,4,3.99,5/15/2017,Oct-14
Image Comics,Royal City,,"2017-2018, 2020",1,5,4.99,5/2/2017,Mar-17
Image Comics,Royal City,,"2017-2018, 2020",2,4,3.99,5/2/2017,Apr-17
Image Comics,Royal City,,"2017-2018, 2020",3,4,3.99,5/21/2017,May-17
Image Comics,Royal City,,"2017-2018, 2020",4,4,3.99,6/22/2017,Jun-17
Image Comics,Royal City,,"2017-2018, 2020",5,4,3.99,9/6/2017,Jul-17
Image Comics,Royal City,,"2017-2018, 2020",6,4,3.99,11/7/2017,
Image Comics,Royal City,,"2017-2018, 2020",7,4,3.99,12/4/2017,Nov-17
Image Comics,Royal City,,"2017-2018, 2020",8,4,3.99,2/11/2018,Dec-17
Image Comics,Royal City,,"2017-2018, 2020",9,4,3.99,2/11/2018,Jan-18
Image Comics,Royal City,,"2017-2018, 2020",10,4,3.99,4/9/2018,Feb-18
Image Comics,Royal City,,"2017-2018, 2020",11,4,3.99,6/20/2018,May-18
Image Comics,Royal City,,"2017-2018, 2020",12,4,3.99,10/23/2019,Jul-18
Image Comics,Royal City,,"2017-2018, 2020",13,4,3.99,3/28/2019,Jul-18
Image Comics,Royal City,,"2017-2018, 2020",14,4,3.99,1/13/2019,Aug-18
Marvel Comics,Sabretooth Special,One-Shot,1995,1,6,4.95,1/21/2013,Jan-95
Marvel Comics,Siege: Young Avengers,One-Shot,2010,1,3,2.99,6/19/2011,Jun-10
Dark Horse Comics,Sledgehammer 44,Mini,2013,1,3.5,3.5,5/16/2014,Mar-13
Dark Horse Comics,Sledgehammer 44,Mini,2013,2,3.5,3.5,5/16/2014,Apr-13
Dark Horse Comics,Sledgehammer 44: Lightning War,Mini,2013-2014,1,3.5,3.5,5/12/2014,Nov-13
Dark Horse Comics,Sledgehammer 44: Lightning War,Mini,2013-2014,2,3.5,3.5,5/12/2014,Dec-13
Marvel Comics,Star Wars,Vol. 3,2015-2020,44,4,3.99,4/9/2018,May-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,45,4,3.99,4/9/2018,May-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,46,4,3.99,5/12/2018,Jun-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,47,4,3.99,6/9/2018,Jul-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,48,4,3.99,6/9/2018,Jul-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,49,4,3.99,6/20/2018,Aug-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,50,6,5.99,10/23/2019,Sep-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,51,4,3.99,3/28/2019,Sep-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,52,4,3.99,3/28/2019,Oct-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,53,4,3.99,1/28/2019,Nov-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,54,4,3.99,1/10/2019,
Marvel Comics,Star Wars,Vol. 3,2015-2020,55,4,3.99,1/10/2019,Dec-18
Marvel Comics,Star Wars,Vol. 3,2015-2020,56,4,3.99,1/10/2019,Jan-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,57,4,3.99,1/13/2019,Jan-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,58,4,3.99,1/13/2019,Feb-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,59,4,3.99,1/13/2019,Mar-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,60,4,3.99,10/23/2019,Mar-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,61,4,3.99,10/23/2019,Apr-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,62,4,3.99,10/23/2019,May-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,63,4,3.99,10/23/2019,May-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,64,4,3.99,10/23/2019,Jun-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,65,4,3.99,10/23/2019,Jul-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,66,4,3.99,10/23/2019,Jul-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,67b,4,3.99,10/19/2019,Aug-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,68,4,3.99,10/19/2019,Sep-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,69,4,3.99,12/3/2020,Sep-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,70,4,3.99,12/3/2020,Oct-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,71,4,3.99,12/3/2020,Nov-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,72,4,3.99,12/3/2020,Dec-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,73,4,3.99,12/3/2020,Dec-19
Marvel Comics,Star Wars,Vol. 3,2015-2020,74,4,3.99,12/3/2020,Jan-20
Marvel Comics,Star Wars,Vol. 3,2015-2020,75,5,4.99,12/3/2020,Jan-20
Marvel Comics,Star Wars: Episode VIII - Last Jedi: Storms of Crait,One-Shot,2018,1,5,4.99,2/7/2018,Feb-18
Marvel Comics,Star Wars: Tag & Bink Were Here,,2018,1,8,7.99,6/20/2018,Jul-18
Marvel Comics,Star Wars: Thrawn,,2018,1,25,4.99,4/9/2018,Apr-18
Marvel Comics,Star Wars: Thrawn,,2018,2,4,3.99,4/9/2018,May-18
Marvel Comics,Star Wars: Thrawn,,2018,4,4,3.99,6/9/2018,Jul-18
Marvel Comics,Star Wars: Thrawn,,2018,5,4,3.99,6/6/2020,Aug-18
Abstract Studios,Strangers in Paradise XXV,,2018-2019,10,4,3.99,11/16/2019,Feb-19
Oni Press,The Strangers: Free Comic Book Day,One-Shot,2013,1,1,0,5/9/2017,May-13
Oni Press,Stumptown,Vol. 2,2012,1,4,3.99,1/16/2013,Sep-12
Oni Press,Stumptown,Vol. 2,2012,2,4,3.99,1/16/2013,Oct-12
Oni Press,Stumptown,Vol. 2,2012,3,4,3.99,1/16/2013,Nov-12
Oni Press,Stumptown,Vol. 2,2012,4,4,3.99,1/16/2013,Dec-12
Oni Press,Stumptown,Vol. 2,2012,5,4,3.99,3/31/2013,
Marvel Comics,Thor,Vol. 6,2020-Present,1,5,4.99,3/15/2020,Mar-20
Marvel Comics,Thor,Vol. 5,2018-2019,1,6,5.99,6/6/2020,Aug-18
Marvel Comics,Thor,Vol. 5,2018-2019,2,4,3.99,3/28/2019,Aug-18
Marvel Comics,Thor,Vol. 5,2018-2019,3,4,3.99,3/28/2019,Sep-18
Marvel Comics,Thor,Vol. 5,2018-2019,4,4,3.99,1/28/2019,Oct-18
Marvel Comics,Thor,Vol. 5,2018-2019,5,4,3.99,3/28/2019,Nov-18
Marvel Comics,Thor,Vol. 5,2018-2019,6,4,3.99,3/28/2019,Dec-18
Marvel Comics,Thor,Vol. 5,2018-2019,7,4,3.99,3/28/2019,Jan-19
Marvel Comics,Thor,Vol. 5,2018-2019,8,4,3.99,3/28/2019,Feb-19
Marvel Comics,Thor,Vol. 5,2018-2019,9,4,3.99,3/28/2019,Mar-19
Marvel Comics,Thor,Vol. 5,2018-2019,10,4,3.99,3/28/2019,Apr-19
Marvel Comics,Thor,Vol. 5,2018-2019,11,4,3.99,6/8/2019,May-19
Marvel Comics,Thor,Vol. 5,2018-2019,12,4,3.99,11/16/2019,Jun-19
Marvel Comics,Thor,Vol. 5,2018-2019,13,4,3.99,11/16/2019,Jul-19
Marvel Comics,Thor,Vol. 5,2018-2019,14,4,3.99,3/15/2020,Aug-19
Marvel Comics,Thor,Vol. 5,2018-2019,15,4,3.99,3/15/2020,Sep-19
Marvel Comics,Thor,Vol. 5,2018-2019,16b,4,3.99,3/15/2020,Oct-19
Marvel Comics,Thor (Mighty),Vol. 1,"1966-1996, 2009-2011",429,3,1,6/18/2011,Feb-91
Marvel Comics,Thor (Mighty),Vol. 1,"1966-1996, 2009-2011",430,3,1,6/18/2011,Mar-91
Marvel Comics,The Totally Awesome Hulk,,2016-2017,19,5,3.99,6/1/2017,Jul-17
Dark Horse Comics,Visitor: How and Why He Stayed,,2017,2,4,3.99,4/25/2017,Mar-17
Dark Horse Comics,Visitor: How and Why He Stayed,,2017,3,4,3.99,5/30/2017,Apr-17
Dark Horse Comics,Visitor: How and Why He Stayed,,2017,4,4,3.99,6/3/2017,May-17
Dark Horse Comics,Visitor: How and Why He Stayed,,2017,5,4,3.99,7/7/2017,Jul-17
Marvel Comics,War of Kings,,2009,1,4,0,6/19/2011,May-09
Marvel Comics,War of Kings,,2009,2-2nd print,4,3.99,6/19/2011,Jul-09
Marvel Comics,War of Kings,,2009,3,4,3.99,6/19/2011,Jul-09
Marvel Comics,War of Kings,,2009,4,4,3.99,6/19/2011,Aug-09
Marvel Comics,War of Kings,,2009,5,4,3.99,6/19/2011,Sep-09
Marvel Comics,War of Kings,,2009,6,4,3.99,6/19/2011,Oct-09
Marvel Comics,War of Kings: Who Will Rule?,One-Shot,2009,1,4,3.99,6/19/2011,Nov-09
Dark Horse Comics,Witchfinder: The Gates of Heaven,,2018,1,4,3.99,6/9/2018,May-18
Dark Horse Comics,Witchfinder: The Gates of Heaven,,2018,2,4,3.99,6/6/2020,Jun-18
Dark Horse Comics,Witchfinder: The Gates of Heaven,,2018,3,4,3.99,1/13/2019,Jul-18
Dark Horse Comics,Witchfinder: The Gates of Heaven,,2018,4,4,3.99,1/13/2019,Aug-18
Dark Horse Comics,Witchfinder: The Gates of Heaven,,2018,5,4,3.99,1/10/2019,Sep-18
Marvel Comics,Wolverine / Doop,Mini,2003,1,3,2.99,6/24/2012,Jul-03
Marvel Comics,Wolverine / Doop,Mini,2003,2,3,2.99,6/24/2012,
Marvel Comics,X-Force,Vol. 4,2014-2015,1,4,3.99,5/16/2014,Apr-14
Marvel Comics,X-Force,Vol. 6,2020-Present,1c,5,4.99,12/27/2020,Jan-20
Marvel Comics,X-Force,Vol. 4,2014-2015,2,4,3.99,5/16/2014,May-14
Marvel Comics,X-Force,Vol. 4,2014-2015,3,4,3.99,5/16/2014,Jun-14
Marvel Comics,X-Force,Vol. 3,2008-2010,2b,4,2.99,6/19/2011,May-08
Marvel Comics,X-Force,Vol. 4,2014-2015,4,4,3.99,5/16/2014,Jun-14
Marvel Comics,X-Force,Vol. 4,2014-2015,5,4,3.99,5/16/2014,Jul-14
Marvel Comics,X-Force,Vol. 3,2008-2010,3b,4,2.99,6/19/2011,Jun-08
Marvel Comics,X-Force,Vol. 4,2014-2015,6,4,3.99,5/15/2017,Aug-14
Marvel Comics,X-Force,Vol. 4,2014-2015,7,4,3.99,5/15/2017,Sep-14
Marvel Comics,X-Men: Prime,One-Shot,2017,1e,5,4.99,4/25/2017,May-17
Marvel Comics,X-Men: Regenesis,One-Shot,2011,1,4,3.99,3/11/2012,Dec-11
Marvel Comics,X-Men: Schism,,2011,1,5,4.99,7/25/2011,Sep-11
Marvel Comics,X-Men: Schism,,2011,2,4,3.99,3/28/2012,Sep-11
Marvel Comics,X-Men: Schism,,2011,3,4,3.99,3/28/2012,Oct-11
Marvel Comics,X-Men: Schism,,2011,4,4,3.99,3/24/2012,Nov-11
Marvel Comics,X-Men: Schism,,2011,5,4,3.99,3/11/2012,Dec-11
Marvel Comics,X-Men: The Wedding Special,One-Shot,2018,1 - 2nd print,5,4.99,6/6/2020,
Marvel Comics,Young Allies,,2010-2011,1,5,3.99,6/19/2011,Aug-10
Marvel Comics,Young Allies,,2010-2011,2,4,2.99,6/19/2011,Sep-10
Marvel Comics,Young Allies,,2010-2011,3,4,2.99,6/19/2011,Oct-10
Marvel Comics,Young Allies,,2010-2011,4,4,2.99,6/19/2011,Nov-10
Marvel Comics,Young Allies,,2010-2011,5,4,2.99,6/19/2011,Dec-10
Marvel Comics,Young Allies,,2010-2011,6,4,2.99,6/19/2011,Jan-11
Marvel Comics,Young Avengers,Vol. 2,2013-2014,1,20,2.99,3/31/2013,Mar-13
Marvel Comics,Young Avengers,Vol. 2,2013-2014,2,3,2.99,5/16/2014,Apr-13
Marvel Comics,Young Avengers,Vol. 2,2013-2014,3,3,2.99,4/28/2013,May-13
Marvel Comics,Young Avengers,Vol. 2,2013-2014,4,3,2.99,8/16/2013,Jun-13
Marvel Comics,Young Avengers,Vol. 2,2013-2014,5,3,2.99,5/16/2014,Jul-13
Marvel Comics,Young Avengers,Vol. 2,2013-2014,6,3,2.99,5/16/2014,Aug-13
